credit_policy,int_rate,installment,log_annual_inc,dti,fico,days_with_cr_line,revol_bal,revol_util,inq_last_6mths,credit_card,debt_consolidation,educational,home_improvement,major_purchase,small_business,not_fully_paid
1,0.0894,476.58,11.40756495,8.99,782,10199.95833,17908,20.3,1,0,1,0,0,0,0,0
1,0.1253,301.2,11.34805082,21.4,692,5040.0,7407,45.4,1,0,0,0,0,0,0,0
1,0.1322,507.01,11.77528973,8.36,697,9420.0,23494,46.3,0,1,0,0,0,0,0,0
1,0.16,703.15,11.98292909,5.31,717,5970.0,57602,80.0,0,0,0,0,0,0,1,0
0,0.1442,51.58,11.00209984,13.54,697,4109.958333,25466,32.4,4,0,0,0,0,0,0,0
0,0.1287,67.27,10.13459927,13.24,682,3330.0,4925,40.7,4,0,0,0,0,0,0,0
1,0.1099,818.38,11.3736634,22.83,737,7350.0,42752,39.2,3,1,0,0,0,0,0,0
1,0.1347,407.08,11.00209984,15.12,697,2520.0,12540,54.3,1,0,1,0,0,0,0,0
1,0.1496,190.55,10.858999,18.74,662,4080.0,10655,58.2,2,0,1,0,0,0,0,0
1,0.0932,134.18,11.22524339,3.33,732,3240.0,11127,13.4,0,0,0,0,1,0,0,0
1,0.08,282.03,11.31208142,8.98,777,10019.95833,38216,50.4,0,0,0,0,0,0,0,0
1,0.0945,320.1,11.08214255,11.69,727,2641.0,13607,63.3,3,1,0,0,0,0,0,0
1,0.0932,287.53,11.56171563,20.33,762,5340.0,18590,22.2,0,0,0,0,0,0,0,0
1,0.1189,238.79,10.69203582,6.98,712,5040.0,9144,25.5,0,1,0,0,0,0,0,0
1,0.0894,381.26,11.08214255,10.14,752,3755.041667,700,5.1,3,0,0,0,0,0,0,0
1,0.0976,199.36,10.49127422,16.8,732,10199.95833,16101,75.6,0,1,0,0,0,0,0,0
1,0.0963,433.28,10.89673933,18.2,757,4431.958333,18116,40.7,0,0,0,0,0,0,1,0
1,0.07400000000000001,217.42,10.18111929,9.18,787,9000.041667,6115,16.4,2,0,0,0,0,0,0,0
1,0.08,344.7,11.75981679,4.13,802,7980.0,5272,7.4,0,0,1,0,0,0,0,0
1,0.1537,334.53,11.15625052,17.04,667,5580.958333,22875,86.0,0,0,1,0,0,0,0,0
0,0.1426,120.08,11.35035948,17.89,672,2910.0,8973,68.0,5,0,1,0,0,0,0,0
1,0.1008,32.31,10.54534144,20.53,732,3360.0,2308,46.2,0,0,0,0,0,1,0,0
1,0.1253,117.14,10.49127422,16.23,692,1559.958333,3146,40.3,2,0,0,1,0,0,0,0
1,0.1392,408.79,11.00209984,23.14,702,7889.958333,15481,96.1,1,0,1,0,0,0,0,0
1,0.1008,306.9,11.46163217,3.36,757,4170.0,16098,22.8,0,0,0,0,0,0,0,0
0,0.0976,385.86,11.22524339,0.4,727,900.0416667000003,2130,17.9,1,0,0,0,0,1,0,0
1,0.1347,508.84,11.15619338,11.73,702,2820.041667,8417,43.4,1,0,0,0,1,0,0,0
0,0.1412,59.92,11.56171563,17.7,657,3989.958333,30734,55.7,1,0,1,0,0,0,0,0
1,0.1568,245.02,10.73639668,20.87,677,2339.958333,5546,97.3,0,0,1,0,0,0,0,0
1,0.1253,267.74,11.15625052,20.67,712,5339.958333,14193,46.4,3,0,1,0,0,0,0,0
1,0.1241,267.29,10.46310334,6.38,712,1410.0,7740,37.6,1,0,0,0,0,0,0,0
1,0.1095,490.71,11.28978191,2.77,752,5717.041667,11002,20.9,1,0,0,0,0,0,1,0
0,0.0894,54.02,9.655026193,24.15,727,2670.041667,14956,35.5,0,0,0,0,0,0,0,0
1,0.1062,651.2,10.71441777,19.17,737,3750.041667,11141,48.0,1,0,0,0,0,1,0,0
1,0.0932,383.37,11.87164831,4.69,792,12433.0,4384,5.0,0,0,0,0,1,0,0,0
1,0.0963,192.57,11.22524339,18.67,732,5700.0,7849,40.5,1,1,0,0,0,0,0,0
1,0.1362,381.58,10.30895266,19.52,667,4412.0,16670,71.7,0,0,1,0,0,0,0,0
1,0.1632,529.71,11.91839057,6.55,662,4050.0,22783,93.7,3,1,0,0,0,0,0,0
0,0.1025,323.85,11.17043516,13.98,732,3750.0,6639,43.6,4,0,1,0,0,0,0,0
1,0.1531,261.12,10.40426284,14.76,747,12002.95833,23875,12.6,5,0,1,0,0,0,0,0
0,0.1322,475.75,11.55760242,23.71,692,5910.0,156752,79.9,0,0,1,0,0,0,0,0
0,0.1635,169.58,10.81977828,6.96,732,4531.0,381,8.7,9,0,1,0,0,0,0,0
1,0.1253,133.87,10.47728798,10.41,687,2639.958333,12160,80.5,0,0,0,0,0,0,0,0
0,0.1158,99.05,10.91508846,7.55,712,11310.0,2245,11.5,5,1,0,0,0,0,0,0
1,0.0963,320.95,11.51292546,18.23,737,4589.958333,21578,68.5,1,0,1,0,0,0,0,0
1,0.1189,198.99,9.998797732,14.73,712,1619.958333,3001,53.6,1,0,0,0,0,0,0,0
1,0.1632,141.26,10.57131693,9.72,667,2370.041667,10490,96.2,1,0,1,0,0,0,0,0
1,0.1287,174.9,10.96819829,10.28,687,2160.0,2564,19.4,3,0,1,0,0,0,0,0
1,0.16,467.6,10.59350484,4.6,667,1709.9583329999996,11086,79.2,0,1,0,0,0,0,0,0
1,0.0933,575.17,11.00209984,9.96,732,2732.041667,6703,47.5,1,0,0,1,0,0,0,0
1,0.1411,164.3,11.39643659,10.64,662,5940.041667,17965,79.5,1,0,0,0,1,0,0,0
1,0.1311,539.92,11.04771035,20.96,707,4620.041667,16327,70.1,0,0,1,0,0,0,0,0
1,0.0768,93.57,10.35316092,19.33,777,2610.041667,2707,13.4,1,0,0,0,0,0,0,0
1,0.0859,63.23,12.14421852,8.55,722,4979.958333,26702,75.0,0,0,0,0,0,0,0,0
1,0.16,527.36,11.15625052,7.83,662,6329.958333,18503,86.5,0,0,1,0,0,0,0,0
1,0.0932,111.82,11.3736634,13.5,727,5011.0,18695,53.7,3,0,0,0,0,0,0,0
1,0.1531,217.6,9.862665558,15.13,662,8490.041667,4815,94.4,0,0,0,1,0,0,0,0
1,0.0894,190.63,10.645424900000002,18.23,722,5850.0,4836,62.0,3,1,0,0,0,0,0,0
0,0.1418,68.54,11.00209984,10.08,642,4649.041667,2840,38.4,4,0,0,0,1,0,0,0
1,0.1496,623.61,12.69158046,11.1,692,6780.041667,105104,95.4,1,0,1,0,0,0,0,0
0,0.1284,201.71,11.35040654,12.16,707,3600.0,24364,63.8,4,0,0,0,1,0,0,0
1,0.0894,127.09,9.92329018,3.88,722,4079.041667,1146,19.4,0,0,0,0,0,0,0,0
0,0.138,109.06,10.86856845,17.44,652,3930.0,5070,64.2,1,0,0,0,0,1,0,0
1,0.1221,159.92,11.12732181,3.99,702,5040.0,468,7.2,1,0,0,0,0,0,0,0
1,0.0768,93.58,11.15625052,8.78,762,3630.0,2211,6.2,0,0,1,0,0,0,0,0
1,0.1126,279.34,10.1266311,18.82,712,2850.0,10579,47.2,1,0,1,0,0,0,0,0
1,0.1411,229.34,10.64661467,23.67,667,4980.041667,10106,40.3,1,0,1,0,0,0,0,0
1,0.1136,32.92,9.764225485,0.0,717,7170.041667,0,0.0,1,0,0,0,0,0,0,0
0,0.1375,170.29,9.903487553,0.6,642,1289.958333,77,11.0,18,0,1,0,0,0,0,0
1,0.0894,524.23,11.58896015,3.16,802,9870.0,4588,6.7,0,0,0,0,0,0,0,0
1,0.0751,334.43,10.57131693,12.86,762,6060.041667,6486,8.7,3,0,0,0,0,0,1,0
1,0.1253,401.6,11.85651517,5.59,702,5009.958333,4381,16.5,2,1,0,0,0,0,0,0
1,0.1189,636.75,11.46163217,7.58,732,3720.958333,14006,20.3,0,0,0,0,0,0,0,0
1,0.1496,173.23,11.66392834,12.71,677,5789.958333,32549,95.5,0,0,1,0,0,0,0,0
0,0.1797,364.99,10.7624881,23.53,642,4252.041667,10226,63.9,1,0,1,0,0,0,0,0
1,0.092,382.72,10.59663473,10.14,747,7800.041667,3179,11.0,1,0,1,0,0,0,0,0
1,0.1218,333.0,10.77895629,10.68,707,5730.0,3486,51.3,2,0,0,0,0,0,0,0
1,0.1442,481.36,10.66895539,7.67,672,4380.0,7106,67.7,0,0,1,0,0,0,0,0
1,0.1347,542.77,11.60827201,21.82,687,5015.0,64362,47.7,0,0,1,0,0,0,0,0
1,0.1183,165.67,9.903487553,13.02,702,3960.0,2177,31.6,2,0,0,0,0,0,0,0
1,0.1347,232.37,11.51292546,11.62,687,3120.0,10867,51.1,0,0,0,0,1,0,0,0
1,0.1357,203.82,11.00209984,13.28,682,1710.0,679,7.4,3,0,0,0,0,1,0,0
0,0.1533,870.71,11.84222921,16.16,707,4230.041667,56909,49.8,5,0,0,0,0,0,1,0
1,0.1287,336.34,11.35040654,15.8,697,5010.041667,7241,44.7,2,0,0,0,0,0,0,0
0,0.1292,30.29,9.454070557,25.11,717,3180.0,3584,50.6,0,0,1,0,0,0,0,0
1,0.1505,693.83,11.27720313,16.74,682,1440.0,13596,49.3,1,0,1,0,0,0,0,0
1,0.1322,540.81,11.29836745,19.91,707,6332.041667,15171,36.1,0,1,0,0,0,0,0,0
1,0.1148,304.96,10.23995979,18.9,717,3724.0,16683,24.9,0,0,1,0,0,0,0,0
1,0.0932,95.85,12.32385568,11.77,732,6029.958333,12176,36.1,1,0,1,0,0,0,0,0
1,0.1632,474.97,11.38287373,18.64,662,7920.0,6021,57.9,0,0,1,0,0,0,0,0
1,0.0932,95.85,10.87804719,11.34,782,5279.958333,722,3.2,0,0,1,0,0,0,0,0
1,0.1821,319.08,11.20775808,21.85,672,4680.0,24471,74.5,2,1,0,0,0,0,0,0
1,0.0859,94.84,10.81985828,3.72,767,9989.958333,7074,28.3,0,0,0,0,0,0,0,0
1,0.0932,319.47,11.37600548,6.4,767,4380.0,1513,5.2,2,0,0,0,0,0,0,0
0,0.1861,214.2,10.77895629,27.33,642,1718.0,5660,75.8,3,0,1,0,0,0,0,0
1,0.1663,425.64,11.47210347,15.46,672,5219.958333,24249,97.0,1,0,0,0,0,0,1,0
0,0.1316,135.09,10.49127422,3.67,677,3870.0,1048,49.9,4,0,0,0,0,0,0,0
1,0.1062,156.29,9.574983486,3.33,742,2520.0,1977,23.8,1,0,1,0,0,0,0,0
0,0.1311,236.22,10.85707407,13.11,687,3270.0,8076,36.1,4,0,1,0,0,0,0,0
1,0.1461,482.66,13.08154138,2.09,692,4020.0,19868,95.5,2,1,0,0,0,0,0,0
0,0.1438,123.71,10.35774282,18.51,642,3390.0,869,96.6,2,0,1,0,0,0,0,0
1,0.0894,158.86,9.705036613999999,12.29,727,1830.0,7901,44.4,2,0,1,0,0,0,0,0
1,0.1126,328.64,11.62625415,16.29,717,5999.958333,5742,43.8,0,0,0,0,0,0,0,0
1,0.1218,399.6,10.59663473,19.86,707,3509.958333,9777,72.4,2,1,0,0,0,0,0,0
1,0.1253,669.33,11.40756495,0.68,792,4469.958333,3719,15.2,1,0,0,0,0,0,1,0
1,0.1099,769.28,12.20607265,0.67,807,4710.0,0,0.0,1,0,0,0,0,1,0,0
1,0.0768,110.73,9.915663128,8.83,767,8280.041667,4120,5.7,1,0,1,0,0,0,0,0
1,0.1148,65.94,10.81977828,12.03,712,4170.0,4005,58.19,1,0,0,0,0,0,0,0
0,0.1545,390.73,11.03495418,14.36,647,2490.041667,7897,28.7,6,0,1,0,0,0,0,0
1,0.1316,182.36,10.83417416,5.49,687,1979.958333,1158,27.6,1,0,0,0,0,0,0,0
1,0.0932,31.95,11.35040654,7.27,732,6510.0,5690,21.5,0,0,0,0,0,0,0,0
0,0.16,351.58,11.01862914,8.79,702,5520.0,4715,38.3,8,0,0,0,0,0,0,0
1,0.0894,397.15,10.91508846,17.15,757,6330.0,24452,66.4,0,1,0,0,0,0,0,0
1,0.0774,156.1,11.11346857,1.81,777,7199.958333,4814,23.5,0,0,0,0,1,0,0,0
0,0.1438,515.44,10.49127422,26.53,697,2310.041667,13764,75.2,5,0,1,0,0,0,0,0
1,0.0945,448.14,10.645424900000002,5.31,737,3030.0,11556,24.3,0,0,1,0,0,0,0,0
0,0.1059,162.73,10.30895266,1.8,682,420.0,829,21.8,2,0,0,1,0,0,0,0
1,0.1136,822.78,11.40756495,11.11,732,4921.041667,7462,33.8,3,0,1,0,0,0,0,0
1,0.1704,292.53,11.184421400000002,15.87,682,8579.958333,13641,98.8,2,0,1,0,0,0,0,0
1,0.1348,339.25,11.91839057,12.49,737,6570.0,39636,99.0,0,0,1,0,0,0,0,0
0,0.08,338.43,11.55214618,16.13,792,8370.0,186072,17.9,0,0,0,0,0,0,0,0
1,0.1099,114.58,10.98529272,0.63,697,4890.041667,11279,19.5,1,0,1,0,0,0,0,0
1,0.1347,67.85,9.884916167,16.32,692,2189.958333,6191,72.0,1,0,0,0,0,0,0,0
0,0.16699999999999998,511.22,10.91508846,16.97,712,3196.041667,16553,22.4,9,1,0,0,0,0,0,0
1,0.0712,92.8,11.01205017,1.19,797,6270.041667,2907,4.0,0,0,0,0,0,0,0,0
0,0.1947,885.52,11.26446411,12.14,682,1799.9583329999996,22161,75.9,4,0,0,0,0,0,1,0
1,0.0838,226.89,12.07254125,15.11,742,4919.041667,101443,13.7,6,1,0,0,0,0,0,0
1,0.1062,814.0,11.26446411,12.32,757,6450.041667,24413,44.7,0,1,0,0,0,0,0,0
0,0.145,61.96,10.30895266,2.84,642,1200.0,1429,84.1,2,0,1,0,0,0,0,0
1,0.1392,102.42,10.49127422,8.77,682,1200.041667,8901,65.4,0,0,1,0,0,0,0,0
1,0.1704,713.49,11.99535161,14.04,677,4440.0,70627,91.8,2,0,1,0,0,0,0,0
1,0.1357,849.22,12.46843691,9.3,717,7140.041667,19048,50.9,2,0,0,0,0,0,0,0
1,0.1103,229.28,10.37349118,0.38,702,9929.958333,10,0.4,0,0,0,0,0,0,0,0
1,0.1474,345.37,11.20536716,7.59,687,4740.0,4073,81.5,2,0,1,0,0,0,0,0
1,0.1322,270.41,10.30895266,11.76,682,2138.958333,9036,82.9,0,0,1,0,0,0,0,0
0,0.1861,291.68,12.30138283,6.87,647,4049.958333,378,5.0,0,0,0,0,0,0,0,0
1,0.1299,539.03,10.66895539,14.82,677,8159.041667,13115,42.3,2,0,1,0,0,0,0,0
0,0.1357,543.5,12.0076461,6.67,732,9150.0,715,1.6,6,1,0,0,0,0,0,0
1,0.1253,46.86,11.10495723,14.29,697,3945.0,13999,58.1,2,0,0,0,0,0,0,0
0,0.1254,193.31,11.49272276,12.33,677,5999.958333,26390,43.0,4,0,1,0,0,0,0,0
1,0.1461,689.51,11.51292546,22.55,677,5699.958333,25920,36.8,0,0,1,0,0,0,0,0
1,0.1183,397.61,11.71177632,11.02,712,8888.041667,38771,38.5,1,0,1,0,0,0,0,0
1,0.1531,870.39,11.72737243,16.65,707,10590.0,40413,85.6,0,1,0,0,0,0,0,0
1,0.1287,161.44,10.25765937,12.29,697,1950.041667,3647,93.5,1,0,1,0,0,0,0,0
1,0.1114,393.65,11.03488966,5.52,757,3899.958333,14313,46.2,2,0,0,0,0,0,0,0
0,0.1442,111.75,11.0806029,24.73,682,4289.958333,3777,16.2,7,0,0,1,0,0,0,0
1,0.0907,318.33,11.46163217,9.79,807,7470.041667,0,0.0,2,0,0,0,0,0,0,0
1,0.08,203.69,11.42954386,6.59,807,8190.0,713,3.9,0,0,1,0,0,0,0,0
1,0.1304,252.85,11.03488966,18.21,682,5777.958333,19099,89.2,1,0,1,0,0,0,0,0
1,0.1474,863.42,13.30468493,1.03,702,5669.958333,26856,0.0,3,0,0,0,0,0,0,0
0,0.1287,807.2,11.56171563,19.06,717,6780.041667,156798,38.3,2,0,1,0,0,0,0,0
1,0.1505,69.39,9.67501734,20.51,687,2040.0,4898,98.0,0,0,0,0,0,0,0,0
1,0.1189,331.64,10.71441777,21.95,752,3600.0,5811,32.1,1,0,1,0,0,0,0,0
1,0.1739,179.24,11.15625052,15.34,697,8550.041667,1837,31.7,3,0,0,0,0,0,1,0
1,0.1392,682.74,11.35040654,11.55,697,5220.0,17250,78.3,2,0,1,0,0,0,0,0
1,0.1218,199.8,10.96819829,13.9,727,4740.0,4563,67.1,0,0,1,0,0,0,0,0
1,0.1114,524.86,11.2835123,6.51,747,7020.041667,14914,56.1,1,0,1,0,0,0,0,0
0,0.1357,203.82,11.08214255,8.81,692,3900.0,54,3.6,5,0,0,0,0,0,0,0
1,0.1128,94.51,10.51325312,4.83,687,5220.0,5260,92.3,0,1,0,0,0,0,0,0
1,0.0788,62.57,10.20359214,21.56,717,2220.0,8344,42.8,1,0,0,0,0,0,0,0
1,0.0768,93.58,10.66886237,3.77,807,4711.0,133,0.3,0,0,0,0,0,1,0,0
1,0.1096,175.06,9.998797732,20.02,722,3899.958333,2548,28.3,1,0,0,0,0,1,0,0
1,0.1183,497.01,10.49127422,12.27,742,2879.958333,0,0.0,2,0,0,0,1,0,0,0
1,0.1008,206.76,11.03488966,8.11,712,5549.958333,5815,49.3,2,0,1,0,0,0,0,0
1,0.1148,164.85,10.0387175,8.54,732,2039.958333,1517,22.3,0,0,1,0,0,0,0,0
1,0.1311,202.47,11.00209984,2.82,687,3392.041667,4361,58.9,2,0,0,0,0,1,0,0
1,0.1183,132.54,10.71441777,23.95,762,4199.958333,0,0.0,0,0,0,0,0,0,0,0
1,0.1062,227.92,11.35369524,17.58,707,6180.0,2805,14.6,0,0,0,0,0,0,0,0
1,0.1442,110.03,10.57131693,3.82,687,1859.958333,6039,28.1,2,0,0,0,0,0,0,0
1,0.1411,82.15,9.998615897999999,10.47,672,4620.0,5873,93.2,1,0,1,0,0,0,0,0
1,0.1442,481.36,11.73606902,13.27,682,8473.0,30160,33.1,2,0,1,0,0,0,0,0
1,0.08,56.41,11.95969885,0.18,797,12153.04167,2044,7.5,2,0,0,0,0,1,0,0
0,0.1438,294.66,10.91508846,12.87,642,3242.0,4776,27.9,13,0,0,0,0,0,0,0
1,0.1254,92.06,10.91501573,22.13,682,5400.0,18392,87.6,2,0,0,0,0,0,0,0
1,0.1253,401.6,10.81977828,16.08,712,5430.0,15244,66.6,0,0,1,0,0,0,0,0
0,0.1229,33.36,9.740968622999999,1.62,662,539.9583332999998,984,98.4,1,0,0,0,0,1,0,0
1,0.1241,517.87,10.54534144,9.06,692,5250.0,17297,77.6,1,0,1,0,0,0,0,0
1,0.1442,275.07,10.47925786,24.63,677,5880.0,8928,62.2,2,0,1,0,0,0,0,0
1,0.1412,102.71,10.08580911,9.3,662,1470.0,5062,85.8,0,1,0,0,0,0,0,0
0,0.1766,116.95,10.69194491,26.84,647,16260.0,31416,97.6,4,0,0,0,0,0,0,0
0,0.1392,512.06,11.33857208,11.95,702,4649.958333,1635,4.6,5,0,0,0,0,0,0,0
1,0.0963,385.14,11.35040654,22.11,752,5550.0,13073,16.5,0,0,0,0,0,0,1,0
1,0.0774,312.19,10.51867319,16.02,772,5070.0,15520,52.6,0,0,1,0,0,0,0,0
1,0.1189,198.99,10.77895629,23.55,712,1890.0,4659,41.6,0,0,1,0,0,0,0,0
1,0.1114,98.42,10.20359214,14.67,762,4800.041667,543,54.3,0,0,1,0,0,0,0,0
1,0.1347,339.23,11.22524339,8.54,742,4290.0,24485,26.3,5,0,1,0,0,0,0,0
1,0.0963,288.85,11.08214255,22.45,737,6930.0,32820,73.4,0,0,1,0,0,0,0,0
1,0.1635,565.27,11.28978191,9.63,692,3270.0,17199,98.3,1,0,1,0,0,0,0,0
1,0.1261,450.67,10.46310334,19.71,692,3030.041667,18028,88.4,1,0,1,0,0,0,0,0
1,0.1136,52.66,10.1266311,0.96,702,3210.041667,66,0.5,2,0,0,1,0,0,0,0
1,0.0894,317.72,10.63585545,6.61,752,2160.0,3,0.0,0,0,0,0,1,0,0,0
0,0.0945,96.03,9.210340372000001,3.6,707,510.0,814,10.7,1,0,0,0,0,0,0,0
1,0.1033,181.57,11.3736634,5.41,712,6858.0,15132,33.9,0,0,0,0,0,1,0,0
1,0.1316,506.56,10.96819829,7.28,687,2190.0,9108,82.8,0,0,0,1,0,0,0,0
1,0.0751,93.33,11.15625052,11.49,747,3240.0,9574,36.0,4,0,0,0,0,0,0,0
1,0.0894,317.72,11.184421400000002,9.38,782,5943.041667,3187,13.1,0,0,0,0,0,0,0,0
1,0.1379,163.57,11.25609586,16.93,677,4980.0,19146,33.9,3,1,0,0,0,0,0,0
1,0.1128,236.68,10.93403511,19.25,707,3539.958333,3280,29.0,1,0,0,0,1,0,0,0
0,0.1565,848.42,10.62132735,10.86,722,4410.0,12319,98.6,4,0,1,0,0,0,0,0
1,0.1183,497.01,11.08214255,13.79,722,4710.0,9941,45.4,0,1,0,0,0,0,0,0
1,0.1253,167.34,11.56171563,23.9,707,7500.0,70432,89.3,0,0,0,0,0,0,1,0
1,0.1292,201.94,10.61643736,15.32,667,2700.0,7091,47.3,2,0,1,0,0,0,0,0
1,0.1411,405.62,10.78931908,20.96,682,3659.958333,15677,49.9,3,0,1,0,0,0,0,0
0,0.1407,342.12,10.7381343,25.91,697,3839.041667,14554,52.0,3,0,0,0,0,0,0,0
1,0.1316,337.71,10.66895539,24.47,682,3180.0,10193,44.9,0,0,1,0,0,0,0,0
1,0.1426,171.53,11.11125555,12.48,687,7410.0,24905,95.5,3,0,0,0,0,1,0,0
1,0.0788,375.37,10.37349118,11.93,767,3600.0,13405,27.0,0,1,0,0,0,0,0,0
0,0.1355,135.84,11.27973158,15.06,657,2880.0,42670,65.5,3,0,0,0,0,0,1,0
1,0.1426,428.83,10.40426284,8.11,692,3959.958333,16941,36.5,2,0,1,0,0,0,0,0
1,0.1229,166.77,10.97472864,5.24,667,4980.0,5073,50.0,2,0,0,0,0,1,0,0
1,0.1273,429.65,10.70099475,12.3,712,3727.0,15598,66.9,0,1,0,0,0,0,0,0
1,0.0983,257.5,10.49127422,21.33,762,6300.041667,8516,11.1,0,0,1,0,0,0,0,0
0,0.1008,64.61,9.862665558,6.94,697,300.0416667,0,0.0,0,0,0,0,0,0,0,0
1,0.1316,405.25,11.06663836,7.97,697,3150.041667,16331,76.0,0,0,1,0,0,0,0,0
0,0.1418,136.21,10.08580911,29.7,727,5640.0,9862,16.4,0,1,0,0,0,0,0,0
1,0.1316,337.71,10.41930072,17.37,772,1139.958333,26,0.6,0,0,0,0,0,0,1,0
1,0.1166,396.63,10.77895629,10.05,682,2670.0,15774,44.8,2,0,1,0,0,0,0,0
1,0.1426,445.98,10.27505111,13.37,707,4830.0,69,7.7,0,0,0,0,0,0,0,0
1,0.0933,95.87,10.50780352,2.69,697,4680.0,1492,33.2,2,0,0,0,0,0,0,0
1,0.1324,202.86,10.55581274,23.09,687,5010.0,9912,65.6,1,0,0,0,1,0,0,0
1,0.07400000000000001,31.06,11.11988288,0.52,792,15030.0,35,0.1,1,0,0,0,0,0,0,0
1,0.07400000000000001,31.06,11.14186178,6.65,767,7080.0,8542,14.8,0,0,1,0,0,0,0,0
1,0.16,351.58,11.35040654,8.6,672,5220.0,9132,36.5,2,0,1,0,0,0,0,0
1,0.1304,107.89,10.53049493,17.18,682,4590.041667,4548,81.2,0,0,1,0,0,0,0,0
1,0.1189,636.75,11.39639165,12.09,727,4829.958333,12982,32.1,1,0,1,0,0,0,0,0
0,0.1426,411.67,11.40756495,16.4,712,5550.041667,8956,61.8,5,0,1,0,0,0,0,0
1,0.0932,159.74,9.825526011000001,19.14,752,8640.0,11096,10.4,0,0,0,1,0,0,0,0
1,0.0932,332.25,11.35040654,5.41,757,5549.958333,21244,24.7,0,0,0,0,0,0,0,0
1,0.0907,41.39,10.77895629,0.75,732,3690.041667,542,60.2,0,0,0,0,0,0,0,0
1,0.1496,166.3,10.91508846,0.0,677,7080.0,0,0.0,0,0,0,0,0,1,0,0
1,0.1126,394.36,11.44518181,15.38,727,5370.0,79083,67.3,2,0,1,0,0,0,0,0
0,0.138,170.41,10.30895266,17.88,657,509.95833330000005,2229,34.8,2,0,0,0,0,0,0,0
1,0.0774,152.98,11.22524339,4.64,767,5073.0,10788,27.7,1,0,0,0,0,0,0,0
1,0.1183,516.89,11.22524339,17.26,732,5880.0,256,1.7,0,0,0,0,1,0,0,0
1,0.0963,385.14,11.00209984,6.76,807,7079.958333,1977,3.3,3,0,0,0,0,0,1,0
1,0.0743,180.23,10.62861778,2.32,772,2610.041667,2650,6.6,0,0,0,0,1,0,0,0
1,0.1347,508.84,11.21753375,11.24,687,3270.0,7432,53.9,0,0,1,0,0,0,0,0
0,0.1426,514.59,11.28978191,17.86,782,11220.0,235868,17.5,0,0,0,0,0,0,1,0
1,0.1051,162.54,10.40477786,2.4,767,3848.0,1411,35.3,1,0,1,0,0,0,0,0
1,0.1183,530.15,10.81985828,19.03,747,3600.0,10740,40.4,4,0,1,0,0,0,0,0
1,0.1025,103.64,11.35040654,2.51,737,4260.041667,8497,73.2,1,0,0,0,0,0,0,0
1,0.1273,167.84,10.75790288,2.04,687,3930.041667,1319,44.0,1,0,1,0,0,0,0,0
1,0.1148,49.46,10.40426284,23.67,757,1800.0,280,16.5,0,0,0,0,1,0,0,0
0,0.1583,397.21,10.83958091,15.93,642,4200.041667,18382,79.6,3,0,0,0,1,0,0,0
1,0.1114,65.61,10.51867319,17.51,707,5250.0,22624,65.4,0,0,0,0,0,0,0,0
1,0.1426,411.67,10.645424900000002,1.34,687,5279.958333,4611,36.9,1,0,0,0,0,0,0,0
1,0.1316,309.0,10.66895539,21.66,692,3089.958333,14299,79.4,0,1,0,0,0,0,0,0
1,0.1071,244.52,11.28968191,13.02,702,3479.958333,8709,30.1,3,0,1,0,0,0,0,0
1,0.0894,385.23,10.645424900000002,22.11,747,3360.0,19029,22.0,3,0,1,0,0,0,0,0
1,0.0932,263.57,10.5865844,24.45,757,8970.0,29576,41.1,2,1,0,0,0,0,0,0
1,0.1635,529.94,11.15625052,16.66,662,4619.958333,29319,61.5,0,0,1,0,0,0,0,0
1,0.0894,330.43,10.51867319,8.37,737,5190.0,24416,36.7,0,1,0,0,0,0,0,0
1,0.0963,449.32,11.59910316,13.06,762,7739.958333,46017,9.4,3,0,1,0,0,0,0,0
0,0.1474,103.62,9.852194257999999,2.21,702,815.9583332999998,915,20.3,0,0,0,0,0,0,0,0
1,0.0932,319.47,10.30895266,2.56,782,2339.958333,473,1.9,0,0,0,0,1,0,0,0
1,0.0751,77.78,9.7433188,23.45,727,12990.04167,12003,54.1,1,1,0,0,0,0,0,0
1,0.1221,333.15,11.00209984,11.42,702,1950.041667,6116,33.1,2,0,0,1,0,0,0,0
0,0.1071,782.44,11.51288546,0.35,732,780.0,1344,7.7,1,0,0,0,0,0,0,0
1,0.1284,50.43,11.02190247,17.65,687,2490.041667,13140,55.9,0,0,0,0,0,0,0,0
1,0.1284,504.27,11.15625052,0.26,762,4379.958333,186,0.7,2,0,0,0,0,0,1,0
1,0.0743,87.01,10.28793329,3.96,767,3930.0,1773,5.0,1,0,0,0,0,0,0,0
1,0.1148,412.11,11.73606902,9.43,732,6600.0,4365,49.0,0,0,1,0,0,0,0,0
1,0.1411,61.62,10.71441777,15.68,677,6990.0,17826,92.8,2,0,0,0,0,0,1,0
1,0.1474,697.65,10.32127641,10.19,692,2940.0,20167,89.6,0,0,1,0,0,0,0,0
1,0.1426,686.12,11.45158183,24.77,687,3690.0,17816,70.4,0,0,0,0,0,0,0,0
0,0.1461,172.38,10.30226367,20.21,667,4380.0,2986,38.8,4,1,0,0,0,0,0,0
0,0.1114,32.81,10.97934285,14.62,717,3330.041667,5684,26.2,4,0,1,0,0,0,0,0
1,0.0768,124.77,10.81985828,17.06,782,4290.0,1950,18.7,3,0,1,0,0,0,0,0
1,0.1099,49.11,11.3736634,20.43,687,12450.0,3438,51.3,3,0,0,0,0,0,0,0
1,0.1442,481.36,11.15619338,21.21,692,5730.041667,40125,92.0,1,0,1,0,0,0,0,0
